"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"598",61420,"Frasier","1","3","Frasier","Wha-?  We've barely touched our salads!",0,"male",614,1993,6,"1989-1993"
"599",75185,"Seinfeld","3","16","GEORGE","She didn't mention anything about the conversation?",0,"male",7518,1992,6,"1989-1993"
"600",175519,"Frasier","1","9","Martin","Shh, don't worry about it.  Enjoy the quiet while you can.",0,"male",1755,1993,11,"1989-1993"
"601",120520,"Frasier","1","6","Frasier","Well, enjoy it while you can because, first thing in the morning, this is going back to the dealer where I bought it. I'm demanding my money back - no-one is going to take advantage of Frasier Crane.",0,"male",1205,1993,37,"1989-1993"
"602",260817,"Seinfeld","2","7","JERRY","What is the point of all this?",0,"male",2608,1991,6,"1989-1993"
"603",98020,"Frasier","1","5","Frasier","Dad, she knows you're home - she's looking at you through the telescope.",0,"male",980,1993,12,"1989-1993"
"604",112975,"Seinfeld","4","7","GEORGE","What? Must be a big one.",0,"male",11297,1992,5,"1989-1993"
"605",230109,"Frasier","1","2","Daphne","Oh, yes.  I completely understand about one's morning ablutions. I, for instance, can't stand myself 'til I floss all that gunk out of my teeth...",1,"female",230,1993,25,"1989-1993"
"606",389117,"Seinfeld","3","1","KRAMER","Joe DiMaggio, you know this time I went in and sat down across from him and I really watched him. I studied, his every move. For example, he dunks.",0,"male",3891,1991,28,"1989-1993"
"607",144184,"Seinfeld","4","21","ELAINE","No, no, no! It *can't* be! I shampoo'ed! I rinsed! I repeated!",1,"female",14418,1993,11,"1989-1993"
"608",219419,"Frasier","1","12","Frasier","Roz, would you mind telling me why everyone breaks into hysterics whenever I say I'm driving Bonnie Weems home...Oh, what is that?!",0,"male",2194,1993,21,"1989-1993"
"609",206016,"Seinfeld","2","5","ELAINE","What's going on? What is that look?",1,"female",2060,1991,6,"1989-1993"
"610",170425,"Seinfeld","5","8","GEORGE","You've got to start seeing someone else. Get out of this relationship.",0,"male",17042,1993,11,"1989-1993"
"611",155054,"Seinfeld","5","2","ESTELLE","What are you talking about?! Have a sandwich.",1,"female",15505,1993,7,"1989-1993"
"612",154994,"Seinfeld","5","2","ESTELLE","So, how are ya, Jerry?",1,"female",15499,1993,4,"1989-1993"
"613",401816,"Seinfeld","3","2","ELAINE","And... I could really live without the tribal music... and the make out sessions in the living room",1,"female",4018,1991,17,"1989-1993"
"614",64918,"Seinfeld","3","11","JERRY","Owen March, prominent author and essayist suffered a stroke yesterday in the upper West Side apartment of a friend.",0,"male",6491,1991,18,"1989-1993"
"615",341017,"Seinfeld","2","11","ELAINE","Should I do it, George?",1,"female",3410,1991,4,"1989-1993"
"616",59918,"Seinfeld","3","9","ELAINE","Oh, it was a frame-up.",1,"female",5991,1991,4,"1989-1993"
"617",161265,"Seinfeld","5","4","JERRY","Yes, I'd like to speak to Barry Prophet, please.",0,"male",16126,1993,8,"1989-1993"
"618",271617,"Seinfeld","2","8","ELAINE","Did you mess with Johnny, Jerry?",1,"female",2716,1991,5,"1989-1993"
"619",93725,"Seinfeld","3","23","JERRY","And I don't want you to hold mine!",0,"male",9372,1992,7,"1989-1993"
"620",342109,"Frasier","1","2","Daphne","Remind me again - which one of Kyle's eyes is really looking at me?",1,"female",342,1993,13,"1989-1993"
"621",130485,"Seinfeld","4","15","ELAINE","Well, nobody likes to get old, right?",1,"female",13048,1993,6,"1989-1993"
"622",63519,"Seinfeld","3","11","ELAINE","Okay, that's it. I think that's enough, see you later.",1,"female",6351,1991,9,"1989-1993"
"623",56145,"Seinfeld","3","8","ELAINE","May be she realized she could never have you and she jumped off the George Washington Bridge.",1,"female",5614,1991,16,"1989-1993"
"624",134905,"Seinfeld","4","17","JERRY","Hey, how ya doin'? Y'know I got that reporter from the newspaper on the other line.",0,"male",13490,1993,15,"1989-1993"
"625",66275,"Seinfeld","3","12","JERRY","Well if you can't smell it then he hasn't been drinking.",0,"male",6627,1991,10,"1989-1993"
"626",85055,"Seinfeld","3","20","JERRY","Anyway, I just wanted you to know, that I'm going to do everything I can to make sure the party responsible is made to be responsible or something very close to that.",0,"male",8505,1992,31,"1989-1993"
"627",501816,"Seinfeld","3","6","GEORGE","Did I need that pointed out for me? What is that going to do for me? How does that help me, to see her? I'm trying to live my life. Don't show me that.",0,"male",5018,1991,33,"1989-1993"
"628",213126,"Frasier","1","11","Martin","Look Frasier, just because some doctor dies doesn't mean you're gonna die.",0,"male",2131,1993,11,"1989-1993"
"629",165975,"Seinfeld","5","6","ELAINE","So I guess you're not going to Todd's party on Friday.",1,"female",16597,1993,10,"1989-1993"
"630",127107,"Seinfeld","1","1","GEORGE","Because filth is good. Whaddaya think, rock stars have sponges and ammonia lyin around the bathroom? They, have a woman comin over, I've gotta tidy up? Yeah right, in these matters you never do what your instincts tell you. Always, ALWAYS do the opposite.",0,"male",127,1989,43,"1989-1993"
"631",172109,"Seinfeld","5","9","ELAINE","Very funny. That's very funny.",1,"female",17210,1993,4,"1989-1993"
"632",114220,"Frasier","1","6","Frasier","Yes, hello, Miss Paxton.  I'm so sorry to have kept you waiting.  Well, thank you.  I'm very flattered that you listen to my little show.  Yes, well, yes, I meant every word.  Yes, that's lovely, I'd like to meet you, too sometime.",0,"male",1142,1993,46,"1989-1993"
"633",65525,"Seinfeld","3","12","ELAINE","Jerry, George, what are you doing here?",1,"female",6552,1991,6,"1989-1993"
"634",109385,"Seinfeld","4","6","ELAINE","What happened? What took you so long?",1,"female",10938,1992,6,"1989-1993"
"635",131008,"Seinfeld","1","1","GEORGE","Wait a second, wait a second, what coming in, what woman is coming in?",0,"male",13,1989,13,"1989-1993"
"636",170820,"Frasier","1","9","Daphne","Dr. Crane, you've dedicated your live to helping people, haven't you?",1,"female",1708,1993,10,"1989-1993"
"637",531106,"Frasier","1","3","Daphne","I love Devonshire Clotted Cream.",1,"female",531,1993,4,"1989-1993"
"638",82619,"Seinfeld","3","19","JERRY","I know, why do they make that bed so tight? You gotta sleep with your feet like that.",0,"male",8261,1992,17,"1989-1993"
"639",331417,"Seinfeld","2","10","JERRY","Well, Leslie, sometimes the road less travelled is less travelled for a reason.",0,"male",3314,1991,12,"1989-1993"
"640",178474,"Seinfeld","5","11","ESTELLE","I want to know what you're doing in there.",1,"female",17847,1993,8,"1989-1993"
"641",82755,"Seinfeld","3","19","ELAINE","I'm sure he was just joking around.",1,"female",8275,1992,6,"1989-1993"
"642",60917,"Seinfeld","1","3","ELAINE","Jerry, you can barbecue back here.",1,"female",609,1990,5,"1989-1993"
"643",132155,"Seinfeld","4","16","ELAINE","Well, I thought there was going to be a character named Elaine Benes.",1,"female",13215,1993,12,"1989-1993"
"644",334217,"Seinfeld","2","11","ELAINE","No, they've just got to get more cops on the force, it's as simple as that.",1,"female",3342,1991,15,"1989-1993"
"645",139919,"Seinfeld","4","20","JERRY","Why don't you put it in the *bank*?",0,"male",13991,1993,7,"1989-1993"
"646",218218,"Seinfeld","2","5","ELAINE","They want five thousand dollars now.",1,"female",2182,1991,5,"1989-1993"
"647",64535,"Seinfeld","3","11","ELAINE","He seems to be breathing.",1,"female",6453,1991,4,"1989-1993"
"648",134265,"Seinfeld","4","17","ELAINE","Hey, who do you think is the most unattractive world leader?",1,"female",13426,1993,10,"1989-1993"
"649",97020,"Frasier","1","5","Frasier","For God's sake, Dad, you met peeping into her apartment.",0,"male",970,1993,9,"1989-1993"
"650",144817,"Seinfeld","2","2","ELAINE","Jerry, Jerry. Did you taste these peas? These peas are great!",1,"female",1448,1991,10,"1989-1993"
"651",137108,"Seinfeld","1","1","GEORGE","Well, I might be getting into that.",0,"male",137,1989,6,"1989-1993"
"652",69595,"Seinfeld","3","14","ELAINE","I'm sorry. I'm sorry. I *am*!",1,"female",6959,1992,5,"1989-1993"
"653",126125,"Seinfeld","4","13","JERRY","Well, I figure if it doesn't work out I can always flush them down the toilet.",0,"male",12612,1992,15,"1989-1993"
"654",81519,"Seinfeld","3","19","GEORGE","This is incredible! This is one of the greatest things I've ever done in my life! I'm gonna call my mother.",0,"male",8151,1992,20,"1989-1993"
"655",71425,"Seinfeld","3","15","JERRY","I don't get you. Who goes on vacation without a job? What do you need a break from getting up at eleven?",0,"male",7142,1992,21,"1989-1993"
"656",530515,"Seinfeld","3","7","ELAINE","Oh, that sounds like fun.",1,"female",5305,1991,4,"1989-1993"
"657",89095,"Seinfeld","3","22","ELAINE","You didn't even have to take it out to dinner.",1,"female",8909,1992,9,"1989-1993"
"658",141220,"Frasier","1","7","Frasier","Hi, we're back.  Roz, whom do we have on the line?",0,"male",1412,1993,11,"1989-1993"
"659",133320,"Frasier","1","7","Daphne","Now the theme this year is ""Santa's Workshop.""  Everybody put on your little elf hats.",1,"female",1333,1993,15,"1989-1993"
"660",100818,"Seinfeld","1","5","ELAINE","And I'm going to have an English muffin with margarine on the side and a cup of coffee.",1,"female",1008,1990,17,"1989-1993"
"661",204218,"Seinfeld","2","5","ELAINE","I guess it was just a matter of time.",1,"female",2042,1991,8,"1989-1993"
"662",83219,"Frasier","1","4","Frasier","Dad, I am sorry if I embarrassed you for not fighting Billy Kreizel thirty years ago.  But the situation is not the same now.",0,"male",832,1993,24,"1989-1993"
"663",299106,"Seinfeld","1","2","HELEN","Oh yeah, very alert. Warm person.",1,"female",299,1990,5,"1989-1993"
"664",144295,"Seinfeld","4","21","SUSAN","I'll see ya. And George, by the way... You stink... Real bad.",1,"female",14429,1993,11,"1989-1993"
"665",298106,"Seinfeld","1","2","MORTY","From Maryland. The one who brought you the chocolate covered cherries you didn't like.",0,"male",298,1990,13,"1989-1993"
"666",70319,"Frasier","1","4","Martin","We thank you, Lord, for the food we're about to eat.  You have blessed our table with your palm.  And thank you, Lord, for bringing this family together and we also thank you for the other gifts you have given to us.  And may we always be able to share with those less fortunate...",0,"male",703,1993,56,"1989-1993"
"667",349105,"Seinfeld","1","2","GEORGE","Yeah, sure. I was showing a condo on 48th street. Besides, you think I wanna miss this?",0,"male",349,1990,16,"1989-1993"
"668",160135,"Seinfeld","5","4","ELAINE","Hi, what are you doing on this neighborhood?",1,"female",16013,1993,7,"1989-1993"
"669",79565,"Seinfeld","3","18","ELAINE","[mind] What's he waiting for? I thought he was a cool guy.",1,"female",7956,1992,11,"1989-1993"
"670",139405,"Seinfeld","4","19","JERRY","Have you noticed that women today are, you know, they seem... bigger.",0,"male",13940,1993,11,"1989-1993"
"671",68620,"Frasier","1","4","Daphne","Must be the ranch dressing.  Won't Mrs. Crane be coming?",1,"female",686,1993,10,"1989-1993"
"672",458616,"Seinfeld","3","4","ELAINE","Hey, when you walk him, do ya...",1,"female",4586,1991,6,"1989-1993"
"673",140118,"Seinfeld","2","2","JERRY","I don't even know them. What is she, your second cousin? I mean, I've met them three times in my life.",0,"male",1401,1991,20,"1989-1993"
"674",109525,"Seinfeld","4","6","HELEN","He has nothing to do.",1,"female",10952,1992,4,"1989-1993"
"675",82555,"Seinfeld","3","19","JERRY","Well we gotta make a plan before they come back, what are we gonna do?",0,"male",8255,1992,14,"1989-1993"
"676",113075,"Seinfeld","4","7","ELAINE","How could this have happened?",1,"female",11307,1992,4,"1989-1993"
"677",82975,"Seinfeld","3","19","KRAMER","Alright, what are we gonna do? I'm not gonna let him hurt you. I'm not gonna.",0,"male",8297,1992,15,"1989-1993"
"678",56464,"Seinfeld","3","8","GEORGE","Aw! Funny he's a funny guy.",0,"male",5646,1991,5,"1989-1993"
"679",160220,"Frasier","1","8","Martin","Ah... Daphne, would you give me a minute alone with these two?",0,"male",1602,1993,11,"1989-1993"
"680",100454,"Seinfeld","4","3","JERRY","No, I got to warn him that I told Joe Devola about his party.",0,"male",10045,1992,13,"1989-1993"
"681",143454,"Seinfeld","4","21","SUSAN","Yeah... A lot of nudity in that, huh?",1,"female",14345,1993,7,"1989-1993"
"682",93664,"Seinfeld","3","23","ELAINE","Here! Here's your damn keys, you keep 'em! I don't want 'em anymore!",1,"female",9366,1992,12,"1989-1993"
"683",122165,"Seinfeld","4","11","ESTELLE","I want you to go see a psychiatrist.",1,"female",12216,1992,7,"1989-1993"
"684",120220,"Frasier","1","6","Martin","Roz, at the party tonight.  Nice gal.  Why don't you ask her out?  She's great-looking and she can really hold her liquor.",0,"male",1202,1993,24,"1989-1993"
"685",106335,"Seinfeld","4","5","ELAINE","Really? You really missed me?",1,"female",10633,1992,4,"1989-1993"
"686",63225,"Seinfeld","3","11","JERRY","Yeah, but no car. I'll have to rent one.",0,"male",6322,1991,8,"1989-1993"
"687",152165,"Seinfeld","5","1","GEORGE","I think I'll have a piece of cake.",0,"male",15216,1993,7,"1989-1993"
"688",432317,"Seinfeld","3","3","HELEN","Oh I had a coke.",1,"female",4323,1991,4,"1989-1993"
"689",455616,"Seinfeld","3","3","HELEN","So we have you for five more days!",1,"female",4556,1991,7,"1989-1993"
"690",132855,"Seinfeld","4","16","ELAINE","Did you or did you not tell Kramer that I got my shoes at Botticelli's?",1,"female",13285,1993,14,"1989-1993"
"691",64595,"Seinfeld","3","11","ELAINE","It's not an easy thing to bring up.",1,"female",6459,1991,7,"1989-1993"
"692",145718,"Seinfeld","4","22","ELAINE","What about the party? What about the Drake?",1,"female",14571,1993,7,"1989-1993"
"693",174119,"Seinfeld","5","9","GEORGE","I think I can still catch her.",0,"male",17411,1993,6,"1989-1993"
"694",145574,"Seinfeld","4","22","JERRY","Do you believe the deal we got on this? A big screen TV? At that price?",0,"male",14557,1993,15,"1989-1993"
"695",174185,"Seinfeld","5","9","ELAINE","Ellis and Alex aren't even close.",1,"female",17418,1993,5,"1989-1993"
"696",82575,"Seinfeld","3","19","JERRY","Let's just make a run for it.",0,"male",8257,1992,6,"1989-1993"
"697",378107,"Frasier","1","2","Martin","You said “egghead” twice, too.",0,"male",378,1993,4,"1989-1993"
"698",131919,"Seinfeld","4","16","GEORGE","I don't even know what they think. That's why I'm in therapy.",0,"male",13191,1993,11,"1989-1993"
"699",118935,"Seinfeld","4","10","GEORGE","Wait, wait. Here me out. Don't dismiss this. You're very quick to dismiss. Don't dismiss. She's got a big crush on David Letterman, I mean, a big crush. She talks about him all the time. Suppose I go up to David Letterman. He works at NBC; I work at NBC. I explain my situation. He agrees to meet her. They go out, they fall madly in love. And she dumps me for David Letterman.",0,"male",11893,1992,73,"1989-1993"
"700",143320,"Frasier","1","7","Niles","I definitely know what I'm talking about.  Ever since you were a child, if you even approached a breach of ethics you'd get queasy.  Actually, you'd get physically sick.",0,"male",1433,1993,30,"1989-1993"
"701",63465,"Seinfeld","3","11","JERRY","Uh, here we go. The supervisor. You know what she's saying over there?",0,"male",6346,1991,12,"1989-1993"
"702",314109,"Frasier","1","2","Frasier","Hey, hey-hey-hey!  I don't have to sit here and listen to that!",0,"male",314,1993,12,"1989-1993"
"703",174865,"Seinfeld","5","10","ELAINE","Oh! The subway? From Queens?",1,"female",17486,1993,4,"1989-1993"
"704",62355,"Seinfeld","3","10","GEORGE","Oh, I was gonna pay for this.",0,"male",6235,1991,6,"1989-1993"
"705",513415,"Seinfeld","3","6","ELAINE","Maybe he went to one of the other levels. I'll go look for him.",1,"female",5134,1991,13,"1989-1993"
"706",69564,"Seinfeld","3","14","JERRY","I dunno, it was an impulse.",0,"male",6956,1992,5,"1989-1993"
"707",165235,"Seinfeld","5","6","ELAINE","Tom Hanks? After me you're picking up Tom Hanks? I love him.",1,"female",16523,1993,11,"1989-1993"
"708",76126,"Frasier","1","4","Frasier","How can the man think something like that?",0,"male",761,1993,7,"1989-1993"
"709",106585,"Seinfeld","4","5","JERRY","When you ask someone about their relationship and they touch their face, you know it's not going too well. Go ahead ask me how it's going with somebody.",0,"male",10658,1992,27,"1989-1993"
"710",159725,"Seinfeld","5","3","JERRY","Aha! So it's true! You were making out with him!",0,"male",15972,1993,9,"1989-1993"
"711",89320,"Frasier","1","4","Martin","Oh that's right, you weren't in my precinct.",0,"male",893,1993,7,"1989-1993"
"712",149245,"Seinfeld","4","23","JERRY","Hey. What happened to you yesterday?",0,"male",14924,1993,5,"1989-1993"
"713",376117,"Seinfeld","3","1","ELAINE","So where do you get this note?",1,"female",3761,1991,6,"1989-1993"
"714",211717,"Seinfeld","2","5","GEORGE","Don't insult me, my friend. Remember who you're talking to. No ones a bigger idiot than me.",0,"male",2117,1991,16,"1989-1993"
"715",165025,"Seinfeld","5","6","ELAINE","Yea, I guess that could work.",1,"female",16502,1993,5,"1989-1993"
"716",56585,"Seinfeld","3","8","ELAINE","I was just kiddin, around... ... .",1,"female",5658,1991,6,"1989-1993"
"717",79055,"Seinfeld","3","17","ELAINE","No, no, no, I can cancel.",1,"female",7905,1992,5,"1989-1993"
"718",220118,"Seinfeld","2","5","ELAINE","I don't know... I don't know. Five thousand... let me just take one more look at it.",1,"female",2201,1991,16,"1989-1993"
"719",353616,"Seinfeld","2","11","ELAINE","What for? Let's just get out of here.",1,"female",3536,1991,7,"1989-1993"
"720",74185,"Seinfeld","3","16","ELAINE","Uh, me neither and I am not about to start with George.",1,"female",7418,1992,11,"1989-1993"
"721",75335,"Seinfeld","3","16","ELAINE","Half a bag? What am I, a hooker? Anyway, they look kind of cheap.",1,"female",7533,1992,13,"1989-1993"
"722",92318,"Seinfeld","1","4","ELAINE","You made a man cry? I've never made a man cry. I even kicked a guy in the groin once and he didn't cry. I got the cab.",1,"female",923,1990,27,"1989-1993"
"723",121418,"Seinfeld","4","11","ELAINE","I want to be in on this, too.",1,"female",12141,1992,7,"1989-1993"
"724",82655,"Seinfeld","3","19","GEORGE","Would you excuse us for a minute Tim boy, we're kind of in the middle of something.",0,"male",8265,1992,16,"1989-1993"
"725",88125,"Seinfeld","3","22","KRAMER","Yep, well I just walked by there and that car is gone.",0,"male",8812,1992,11,"1989-1993"
"726",132174,"Seinfeld","4","16","ELAINE","You couldn't `keep track` of everybody?",1,"female",13217,1993,5,"1989-1993"
"727",159195,"Seinfeld","5","3","ELAINE","I'm sorry, Kramer, I'm sorry.",1,"female",15919,1993,4,"1989-1993"
"728",61318,"Seinfeld","1","3","ELAINE","Oh, damn, this place is incredible, look at all this great light!",1,"female",613,1990,11,"1989-1993"
"729",182619,"Frasier","1","9","Niles","Let's face it, Frasier, you talk about wanting to safeguard your professional dignity, but the first time you went on the air, you got out of medicine and into showbiz.  You're no different from that movie star who let everybody look up her skirt in that film, and then did nothing but complain that nobody took her seriously as an actress.",0,"male",1826,1993,61,"1989-1993"
"730",131619,"Seinfeld","4","15","GEORGE","What do you mean, I got? You didn't give him his Visa application.",0,"male",13161,1993,12,"1989-1993"
"731",143419,"Seinfeld","4","21","SUSAN","So, what have you got there?",1,"female",14341,1993,5,"1989-1993"
"732",430417,"Seinfeld","3","3","ELAINE","Hi. Nice to meet you.",1,"female",4304,1991,4,"1989-1993"
"733",315717,"Seinfeld","2","10","GEORGE","Yeah, performance artist. She's a real performer. A real trooper.",0,"male",3157,1991,9,"1989-1993"
"734",113535,"Seinfeld","4","8","ELAINE","No, Sandra. I'm sorry, I'm sorry! I really am! Listen, listen, Jerry's under a lot of pressure right now. It's very hard being a stand-up comedian! Sometimes they don't laugh!",1,"female",11353,1992,29,"1989-1993"
"735",153618,"Seinfeld","5","1","JERRY","You know it happens to everybody. It happened to Houdini. And he could get out of a trunk under water with his hands in chains! But he had a problem with that. The miracle is that it ever happens.",0,"male",15361,1993,38,"1989-1993"
"736",482115,"Seinfeld","3","5","JERRY","It doesn't work like that.",0,"male",4821,1991,4,"1989-1993"
"737",157405,"Seinfeld","5","3","JERRY","So you're tunneling to the center of the Earth?",0,"male",15740,1993,8,"1989-1993"
"738",175545,"Seinfeld","5","10","KRAMER","I came by to get my ball.",0,"male",17554,1993,6,"1989-1993"
"739",175785,"Seinfeld","5","10","ESTELLE","Oh, the house looks very nice.",1,"female",17578,1993,5,"1989-1993"
"740",90918,"Seinfeld","1","4","ELAINE","Okay. I'm gonna check my machine first. Picking someone up at the airport, jury duty, waiting for cable guy...",1,"female",909,1990,18,"1989-1993"
"741",76895,"Seinfeld","3","17","GEORGE","ho ho ho ho. You know I only got two weeks left of unemployment. I got to prove I've been looking for a job to get an extension",0,"male",7689,1992,27,"1989-1993"
"742",126554,"Seinfeld","4","13","ELAINE","Anyway so Fred and I are going to do some volunteer work for that Church on Amsterdam.",1,"female",12655,1992,16,"1989-1993"
"743",185420,"Frasier","1","10","Niles","Why is this man yelling?",0,"male",1854,1993,4,"1989-1993"
"744",154519,"Frasier","1","8","Daphne","Actually, I have.  There's a billboard for your show down on Sixteenth Street.  Some kids went at you with a can of spray paint.",1,"female",1545,1993,25,"1989-1993"
"745",106365,"Seinfeld","4","5","JERRY","Yeah, big missing goin' on",0,"male",10636,1992,4,"1989-1993"
"746",86565,"Seinfeld","3","21","GEORGE","Just take the cap off!",0,"male",8656,1992,4,"1989-1993"
"747",137605,"Seinfeld","4","18","JERRY","Well, I brought them up there to take his records--",0,"male",13760,1993,9,"1989-1993"
"748",156595,"Seinfeld","5","2","ELAINE","Hi, Kramer. Guess what - I just saw Bryant Gumbel, he said he might help out at the benefit!",1,"female",15659,1993,18,"1989-1993"
"749",219520,"Frasier","1","12","Roz","Well, Bonnie Weems is kind of an office legend.  She gets a couple of drinks under her belt, and she gets a little amorous. And she will not take ""No"" for an answer.",1,"female",2195,1993,33,"1989-1993"
"750",125995,"Seinfeld","4","13","ELAINE","No, no, I was just thinking out loud I don't want my picture on a card.",1,"female",12599,1992,15,"1989-1993"
"751",153819,"Frasier","1","8","Daphne","Mr. Dawcy down on eight invited him over to watch the ball game.",1,"female",1538,1993,12,"1989-1993"
"752",202018,"Seinfeld","2","4","GEORGE","You know, we could go uptown, and that way we could give Jerry a ride home.",0,"male",2020,1991,15,"1989-1993"
"753",141035,"Seinfeld","4","20","JERRY","You crying from `Home Alone`??",0,"male",14103,1993,4,"1989-1993"
"754",63995,"Seinfeld","3","11","ELAINE","I'm gonna go break up with Owen.",1,"female",6399,1991,6,"1989-1993"
"755",138025,"Seinfeld","4","19","ELAINE","Nah, we just play defense.",1,"female",13802,1993,4,"1989-1993"
"756",92855,"Seinfeld","3","23","NEWMAN","You heard me. So he packed it up and split for the coast. La-La Land. L.A.",0,"male",9285,1992,15,"1989-1993"
"757",60174,"Seinfeld","3","9","ELAINE","Isn't she beautiful? Her nose is in such perfect proportion with the rest of her face. She's breathtaking! Who would have though she's like--",1,"female",6017,1991,23,"1989-1993"
"758",89019,"Seinfeld","3","22","ELAINE","Oh come on, George, please put it in a garage. I don't want to spend an hour looking for a space.",1,"female",8901,1992,20,"1989-1993"
"759",105126,"Frasier","1","5","Daphne","To tell you the truth, I never thought opposites attract.",1,"female",1051,1993,9,"1989-1993"
"760",245918,"Seinfeld","2","6","ELAINE","Why don't we just throw a Molotov cocktail through their window?",1,"female",2459,1991,10,"1989-1993"
"761",124985,"Seinfeld","4","12","KRAMER","Let's go. Listen to the bell, Grossbard-- it tolls for thee.",0,"male",12498,1992,10,"1989-1993"
"762",149835,"Seinfeld","4","23","ELAINE","Oh yeah. I've been a professional waitress for the last 10 years. I've worked all over the city. These, uh, are my references. I'm sure you'll find that I'm more than qualified.",1,"female",14983,1993,31,"1989-1993"
"763",68465,"Seinfeld","3","13","ELAINE","No, no, no, you don't understand! I'm not a lesbian! I hate men, but I'm not a lesbian!",1,"female",6846,1992,17,"1989-1993"
"764",173294,"Seinfeld","5","9","GEORGE","Please give it to me. I love to help people. This is what I do. Come on. I'm going this way.",0,"male",17329,1993,20,"1989-1993"
"765",375517,"Seinfeld","3","1","ELAINE","I have a good masseuse you could go to.",1,"female",3755,1991,8,"1989-1993"
"766",551514,"Seinfeld","3","8","JERRY","Oh! well whatever you have to do.",0,"male",5515,1991,6,"1989-1993"
"767",66120,"Frasier","1","1","Martin","Let's cut the ""Welcome To Camp Crane"" speech.  We all know why I'm here.  Your old man can't be left alone for ten minutes without falling on his ass, and Frasier got stuck with me.  Isn't that right?",0,"male",66,1993,40,"1989-1993"
"768",296216,"Seinfeld","2","9","GEORGE","All right, okay. Let's go, details.",0,"male",2962,1991,5,"1989-1993"
"769",327616,"Seinfeld","2","10","GEORGE","What are you talking about?",0,"male",3276,1991,4,"1989-1993"
"770",516105,"Frasier","1","3","Daphne","I'm going to poker night.",1,"female",516,1993,4,"1989-1993"
"771",97517,"Seinfeld","1","5","GEORGE","That's exquisite. Listen, uh, if it's not too much trouble, could you pass me that paper over there?",0,"male",975,1990,17,"1989-1993"
"772",108565,"Seinfeld","4","6","MORTY","How the hell am I gonna pay for this?",0,"male",10856,1992,8,"1989-1993"
"773",143485,"Seinfeld","4","21","SUSAN","Alright, well... Good seeing you, George.",1,"female",14348,1993,5,"1989-1993"
"774",322817,"Seinfeld","2","10","KRAMER","Oh, God, you're so naive! All the cable companies care about is the `Big Mammoo.` Oh, look at you! You're banging things.. Pathetic. Just wasting your life. I'm offering you fifty-six channels - movies, sports, nudity. And it's free! For life!",0,"male",3228,1991,40,"1989-1993"
"775",293106,"Seinfeld","1","2","JERRY","Nah, the only one I could ask is Elaine, and I can't ask her.",0,"male",293,1990,13,"1989-1993"
"776",164045,"Seinfeld","5","5","ELAINE","Relax. You'd think you were getting whacked.",1,"female",16404,1993,6,"1989-1993"
"777",91126,"Frasier","1","5","Daphne","I think your dad's going to love it.",1,"female",911,1993,7,"1989-1993"
"778",101355,"Seinfeld","4","4","KRAMER","Well, neither should I! Jerry's the one who left the milk in the refrigerator.",0,"male",10135,1992,13,"1989-1993"
"779",259016,"Seinfeld","2","7","JERRY","You don't wanna tell me?",0,"male",2590,1991,4,"1989-1993"
"780",82820,"Frasier","1","4","Martin","You don't need to remind me of that!  Billy's old man was a cop, too.  Boy, the guys rode me about that excuse of yours for years.  Every time I couldn't make it out for a drink they used to say, ""What's the matter?  You got a clarinet lesson?""",0,"male",828,1993,52,"1989-1993"
"781",487016,"Seinfeld","3","5","GEORGE","Let's see if it's Hayman?",0,"male",4870,1991,4,"1989-1993"
"782",378616,"Seinfeld","3","1","GEORGE","I don't want it to feel good.",0,"male",3786,1991,6,"1989-1993"
"783",89625,"Seinfeld","3","22","GEORGE","Because I know him too, and probably a lot better than you.",0,"male",8962,1992,11,"1989-1993"
"784",174575,"Seinfeld","5","10","KRAMER","What, this is a party?",0,"male",17457,1993,4,"1989-1993"
"785",73755,"Seinfeld","3","15","JERRY","Oh, it's an invitation to a house warming from Martin and Gina.",0,"male",7375,1992,11,"1989-1993"
"786",56565,"Seinfeld","3","8","ELAINE","I am up for anything.",1,"female",5656,1991,4,"1989-1993"
"787",173175,"Seinfeld","5","9","GEORGE","I tried to be nice. I wasn't nice?",0,"male",17317,1993,7,"1989-1993"
"788",423217,"Seinfeld","3","3","HELEN","I don't know why you had to rent a car. We would have picked you up.",1,"female",4232,1991,15,"1989-1993"
"789",58424,"Seinfeld","3","9","GEORGE","'Cause believe me, I would only say this to you and maybe a psychiatrist, maybe. Well, her nose is a little big.",0,"male",5842,1991,21,"1989-1993"
"790",94865,"Seinfeld","4","1","KRAMER","Stupid table. You know, I'm not normally like this, usually I'm very cool and charming, I don't mean to bother you or anything but I think it's fate that you happened to be here at the same time as me.",0,"male",9486,1992,39,"1989-1993"
"791",80485,"Seinfeld","3","18","JERRY","No I can't I've got some stuff to do then I've got to meet Keith at my apartment at three. I'm helping him move.",0,"male",8048,1992,23,"1989-1993"
"792",125184,"Seinfeld","4","12","ELAINE","Yes, I'm sure! I would know if a tray of food had been served to me.",1,"female",12518,1992,15,"1989-1993"
"793",135684,"Seinfeld","4","17","JERRY","I dunno... [they kiss again] *Alright*, I forgive you...",0,"male",13568,1993,8,"1989-1993"
"794",111719,"Frasier","1","5","Martin","Yeah, me too.  Thanks for our little talk.",0,"male",1117,1993,8,"1989-1993"
"795",61625,"Seinfeld","3","10","JERRY","Can I use your phone?",0,"male",6162,1991,4,"1989-1993"
